link,address,square_price,Area,price_start_from
https://krisha.kz/complex/show/astana/sezimqalabaqyttowers/,"Астана, Нура р-н, ул. Роза Багланова, 12/5",350000²tg,1-комн. 39.94 м²,17733360.0
https://krisha.kz/complex/show/astana/greenlineflora/,"Астана, Нура р-н, ул. ​Е-899, 2а",522000²tg,1-комн. 40.51 м²,22361520.0
https://krisha.kz/complex/show/atyrau/talanlite/,"Атырау, просп. Абылхаир хана, 65",389000²tg,1-комн. 37.75 м²,15288750.0
https://krisha.kz/complex/show/aktau/munara/,"Актау, Микрорайон 29а, 38/8",110000²tg,1-комн. 46.5 м²,5115000.0
https://krisha.kz/complex/show/uralsk/orakbayeva/,"Уральск, ул. Оракбаева, 1",260000²tg,1-комн. 48.2 м²,12532000.0
https://krisha.kz/complex/show/shuchinsk/apartexburabay/,"Щучинск, ул.Ш.Уалиханова 7А",255000²tg,1-комн. 24.25 м²,6183750.0
https://krisha.kz/complex/show/shymkent/armanqala/,"Шымкент, мкр. Shymkent City",337000²tg,1-комн. 35.7 м²,13101900.0
https://krisha.kz/complex/show/nur-sultan/asylmura/,"Астана, Есильский р-н, ул. Толе би, 63",484000²tg,1-комн. 37.41 м²,22190060.0
https://krisha.kz/complex/show/shymkent/atamura/,"Шымкент, просп. ​Байдибек би, 115/10",374000²tg,1-комн. 36.95 м²,14595250.0
https://krisha.kz/complex/show/astana/modstandart/,"Астана, Есильский р-н, Вдоль ул. 37",326000²tg,1-комн. 34.36 м²,15221480.0
https://krisha.kz/complex/show/shymkent/dendropark/,"Шымкент, вдоль улицы К. Толеметова",423000²tg,1-комн. 42.9 м²,18876000.0
https://krisha.kz/complex/show/kokshetau/dezipark/,"Кокшетау, мкрн. Центральный, 50А",295000²tg,1-комн. 37.8 м²,11340000.0
https://krisha.kz/complex/show/nur-sultan/capitalpark/,"Астана, Есильский р-н, ул. Бухар Жырау - пр. Аль-Фараби",478000²tg,1-комн. 43.17 м²,22707420.0
https://krisha.kz/complex/show/nur-sultan/gardenview/,"Астана, Есильский р-н, ​ул, Бухар жырау, 26",687000²tg,2-комн. 51.76 м²,39917440.0
https://krisha.kz/complex/show/shymkent/grandpark/,"Шымкент, ул. К. Толеметова",346000²tg,1-комн. 44.51 м²,20430090.0
https://krisha.kz/complex/show/kapchagay/komfort/,"Конаев (Капчагай), ул. Сейфулина",335000²tg,1-комн. 40.92 м²,13708200.0
https://krisha.kz/complex/show/nur-sultan/turanlife/,"Астана, Нура р-н, ул. Абикен Бектурова, 11/1",351000²tg,1-комн. 38.73 м²,18358020.0
https://krisha.kz/complex/show/almaty/lifetown/,"Алматы, ул. Торекулова",510000²tg,1-комн. 44.51 м²,33382500.0
https://krisha.kz/complex/show/nur-sultan/nexpounion/,"Астана, Есильский р-н, Проспект Мангилик Ел, 61",606000²tg,1-комн. 40.88 м²,28329840.0
https://krisha.kz/complex/show/almaty/alapark/,"Алматы, Бостандыкский р-н, ул. Егизбаева, 7г",645000²tg,1-комн. 45.38 м²,40388200.0
https://krisha.kz/complex/show/nur-sultan/arunacity/,"Астана, Нура р-н, ул. Культегин, 23",390000²tg,1-комн. 45.2 м²,19888000.0
https://krisha.kz/complex/show/shymkent/atlant/,"Шымкент, Шымкент сити",293000²tg,,
https://krisha.kz/complex/show/almaty/curih/,"Алматы, Наурызбайский р-н, мкр.Карагайлы, ул.Сейтбекова",450000²tg,1-комн. 44.6 м²,20070000.0
https://krisha.kz/complex/show/nur-sultan/grandturan/,"Астана, Есильский р-н, ул.Туран - ул. Сыганак",449000²tg,1-комн. 37.11 м²,21894900.0
https://krisha.kz/complex/show/almaty/silverhills/,"Алматы, Бостандыкский р-н, Ушкемпирова, 42",600000²tg,2-комн. 97 м²,68870000.0
https://krisha.kz/complex/show/nur-sultan/pokolenie/,"Астана, Есильский р-н, ул. Кабанбай батыра, 38, ул. Сыганак, 8",470000²tg,1-комн. 38.94 м²,22857780.0
https://krisha.kz/complex/show/astana/capitalparklight/,"Астана, Есильский р-н, ул. Керей-Жанибек хандар - пр. Аль-Фараби",511000²tg,1-комн. 48.65 м²,27730500.0
https://krisha.kz/complex/show/nur-sultan/serdcestolicy/,"Астана, Есильский р-н, пр. Туран - ул. №24",404000²tg,1-комн. 40.09 м²,20045000.0
https://krisha.kz/complex/show/almaty/presidentspark/,"Алматы, Бостандыкский р-н, микрорайон Мирас, уч. № 115",16²tg,1-комн. 83.71 м²,146492500.0
https://krisha.kz/complex/show/nur-sultan/rivercity/,"Астана, Есильский р-н, пересечение ул. Е538 и Е810",400000²tg,1-комн. 42.33 м²,19048500.0
https://krisha.kz/complex/show/kostanay/semia/,"Костанай, ул. Каирбекова, 451",300000²tg,1-комн. 37.2 м²,14136000.0
https://krisha.kz/complex/show/almaty/nestgrand/,"Алматы, Ауэзовский р-н, мкр. Астана, 1/18",560000²tg,1-комн. 50.8 м²,33500000.0
https://krisha.kz/complex/show/northcyprus/auralux/,"Кипр, Северный кипр, Ени-Богазичи",1²tg,,
https://krisha.kz/complex/show/dubai/thequayside/,"ОАЭ, Дубай, Business Bay",34²tg,,
https://krisha.kz/complex/show/shymkent/primepark2/,"Шымкент, Каратауский р-н, проспект Байдибек би, участок 2/1",450000²tg,,
https://krisha.kz/complex/show/dubai/pearlhouse2/,"ОАЭ, Дубай, Jumeirah Village Circle",tg,,
https://krisha.kz/complex/show/dubai/Elitz3/,"ОАЭ, Дубай, Jumeirah Village Circle",24²tg,,
https://krisha.kz/complex/show/aktobe/tumar7/,"Актобе, район Батыс 2, уч. 2",230000²tg,,
https://krisha.kz/complex/show/alpcantowerskeywest/,"Кипр, Northern cyprus",17²tg,,
https://krisha.kz/complex/show/almaty/altynbeket/,"Алматы, Алматинская обл., Талгарский район, г.Талгар, мкр. Жана, ул. Павлова / ул. Бокина",285000²tg,,
https://krisha.kz/complex/show/batumi/radisson/,"Грузия, Батуми, Гонио",11²tg,,
https://krisha.kz/complex/show/aktobe/bavariasilver/,"Актобе, Батыс 2, уч. 1К",240000²tg,,
https://krisha.kz/complex/show/tblisi/shekvetiliforestbeach/,"Грузия, Аджария, Шекветили, Черноморское побережье первая линия",13²tg,,
https://krisha.kz/complex/show/mersin/palmbrandom/,"Турция, Мерсин, Мерсин, район Эрдемли",449192²tg,,
https://krisha.kz/complex/show/astana/lavie/,"Астана, Алматы р-н, ул.Р.Кошкарбаева между ул.Б.Момышулы и ул.Дауылпаз (Акыртас)",640000²tg,,
https://krisha.kz/complex/show/turkiye/lemonresidence/,"Турция, Мерсин, Эрдемли",455642²tg,,
https://krisha.kz/complex/show/cyprus/iskele/,"Кипр, Северный Кипр, Искеле",1²tg,,
https://krisha.kz/complex/show/almaty/tauresidence/,"Алматы, мкр. Таужолы, уч. 3711",400000²tg,,
https://krisha.kz/complex/show/aktau/grandavenue2/,"Актау, 28 микрорайон, 75 участок",280000²tg,,
https://krisha.kz/complex/show/nur-sultan/bostoncomforthouse2/,"Астана, Есильский р-н, Кургальжинское шоссе, 104",317607²tg,,
https://krisha.kz/complex/show/almaty/nova23/,"Алматы, Алатауская трасса 33ж",377487²tg,,
https://krisha.kz/complex/show/turkiye/4season/,"Турция, Фетхие, Фетхие",745141²tg,,
https://krisha.kz/complex/show/almaty/abaicity/,"Алматы, Наурызбайский р-н, ул. Алтын Орда, 7/1а",350000²tg,,
https://krisha.kz/complex/show/shuchinsk/abylaikhan/,"Щучинск, ул.Сейфуллина, 28",275000²tg,,
https://krisha.kz/complex/show/almaty/adele/,"Алматы, ул. Емцова, ниже ул. Толе би",353000²tg,,
https://krisha.kz/complex/show/tuzdybastau/almaz/,"Туздыбастау (Калинино), ПК Жемис, 1а/1",400000²tg,,
https://krisha.kz/complex/show/shuchinsk/altyn/,"Щучинск, ул. Ауэзова, 20",250000²tg,,
https://krisha.kz/complex/show/astana/amal/,"Астана, ул. Бухар Жырау",400000²tg,,
https://krisha.kz/complex/show/nur-sultan/amanat/,"Астана, Алматы р-н, ул. Ахмет Байтурсынулы, 46",400000²tg,,
https://krisha.kz/complex/show/aktobe/amsterdam/,"Актобе, Микрорайон Батыс 2, 11в/1",280000²tg,,
https://krisha.kz/complex/show/aktau/goldensandapartments/,"Актау, база отдыха «Теплый пляж», уч. 71/16",295000²tg,,
https://krisha.kz/complex/show/kokshetau/aqtileq/,"Кокшетау, ул. Ауельбекова, 45",360000²tg,,
https://krisha.kz/complex/show/astana/araitowers/,"Астана, Есильский р-н, ​Проспект Мәңгілік Ел, 62",tg,,
https://krisha.kz/complex/show/almaty/arenasunset/,"Алматы, Алатауский р-н, Бауыржана Момышулы, 11/1",450000²tg,,
https://krisha.kz/complex/show/kaskelen/kdarman/,"Каскелен, ул. Акан-Серы, участок 51",270000²tg,,
https://krisha.kz/complex/show/asarhouseplus/,"Шымкент, Микрорайон Асар 2",305000²tg,,
https://krisha.kz/complex/show/nur-sultan/yasin/,"Астана, Алматы р-н, ул. Кошкарбаева - ул. О. Жанибекова",300000²tg,,
https://krisha.kz/complex/show/aktau/asiya/,"Актау, мкр. 29а, участок 69/1",140000²tg,,
https://krisha.kz/complex/show/atyrau/domnaauezova/,"Атырау, мкр Жилгородок, Мкр. Жилгородок, Ауэзова 54А",370000²tg,,
https://krisha.kz/complex/show/shymkent/auletresidence/,"Шымкент, Енбекшинский р-н, 193 квартал, участок 1690/2",390000²tg,,
https://krisha.kz/complex/show/atyrau/parkavenue/,"Атырау, ул. Курмангазы, строение 116",495000²tg,,
https://krisha.kz/complex/show/nur-sultan/ayanaplaza/,"Астана, Алматы р-н, ул. Нажимеденова - ул. Жургенова",330000²tg,,
https://krisha.kz/complex/show/kosshy/balgyn/,"Косшы, ул. Жамбыла Жабаева",273000²tg,,
https://krisha.kz/complex/show/shuchinsk/barmashino/,"Щучинск, мкр. БСХТ, здание 24",390000²tg,,
https://krisha.kz/complex/show/aktobe/batystowers/,"Актобе, мкрн Батыс-2, участок 2",260000²tg,,
https://krisha.kz/complex/show/aktobe/lbavariadeluxe/,"Актобе, район Батыс 2, уч. 1К",280000²tg,,
https://krisha.kz/complex/show/shymkent/beibarysresidence/,"Шымкент, ул. Аргынбекова - Байтерекова",410000²tg,,
https://krisha.kz/complex/show/atyrau/birmingham/,"Атырау, ул. 12, строение 14А",290000²tg,,
https://krisha.kz/complex/show/almaty/butafenomen/,"Алматы, Алатауский р-н, микрорайон Алгабас-1, участок 9",410000²tg,,
https://krisha.kz/complex/show/aktobe/statuscenter/,"Актобе, ул. Молдагулова",550000²tg,,
https://krisha.kz/complex/show/karaganda/centralpark/,"Караганда, Казыбек би р-н, ул. Муканова 9/3",305000²tg,,
https://krisha.kz/complex/show/almaty/centrium/,"Алматы, Бостандыкский р-н, проспект Абая",765000²tg,,
https://krisha.kz/complex/show/kokshetau/chicago/,"Кокшетау, ул. Е. Ауельбекова, 120 А",380000²tg,,
https://krisha.kz/complex/show/nur-sultan/jmcitydompark/,"Астана, Есильский р-н, проспект Туран, 78/1",430000²tg,,
https://krisha.kz/complex/show/almaty/kokjiekcity/,"Алматы, Жетысуский р-н, мкр.Кокжиек",325000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/crystal/,"Усть-Каменогорск, ул. Жастар 13",375000²tg,,
https://krisha.kz/complex/show/almaty/guldala/,"Алматы, Алатауский р-н, проспект Райымбека 351/1",388000²tg,,
https://krisha.kz/complex/show/astana/daulettiqalashyq/,"Астана, Алматы р-н, пересечение улиц А. Байтурсынова, А426 и А427",340000²tg,,
https://krisha.kz/complex/show/almaty/dostardeluxe/,"Алматы, Алатауский р-н, мкр. Мадениет 185/8",310000²tg,,
https://krisha.kz/complex/show/kokshetau/tumardeluxe/,"Кокшетау, ул. Канай би 32А",435000²tg,,
https://krisha.kz/complex/show/nur-sultan/nuraelite/,"Астана, Есильский р-н, ул. 38, уч. 67",450000²tg,,
https://krisha.kz/complex/show/astana/eva/,"Астана, Нура р-н, Пересечение улиц Нарикбаева и Баян-Сулу",485000²tg,,
https://krisha.kz/complex/show/uralsk/eurasia1/,"Уральск, ул. Еуразия, 115",280000²tg,,
https://krisha.kz/complex/show/almaty/exclusiveopera/,"Алматы, Медеуский р-н, пр-т Назарбаева, 124а",23²tg,,
https://krisha.kz/complex/show/astana/tumarexclusive/,"Астана, Алматы р-н, ул. Аскара Токпанова",650000²tg,,
https://krisha.kz/complex/show/aktau/familyhome/,"Актау, мкрн. 32В",135000²tg,,
https://krisha.kz/complex/show/almaty/ramsgarden/,"Алматы, Медеуский р-н, ул. Толе Би угол ул. Сагадат Нурмагамбетов",11²tg,,
https://krisha.kz/complex/show/almaty/southgarden/,"Алматы, Алатауский р-н, мкр.Айгерим-1 Улица Чойбалсана, 9/1",550000²tg,,
https://krisha.kz/complex/show/almaty/grandevie/,"Алматы, Бостандыкский р-н, ул. Арайлы, 20/1",850000²tg,,
https://krisha.kz/complex/show/astana/greentown/,"Астана, Нура р-н, ул. Култегин, 4",320000²tg,,
https://krisha.kz/complex/show/almaty/homesau/,"Каскелен, ул. Абылай хана, 200",250000²tg,,
https://krisha.kz/complex/show/nur-sultan/royalhouse/,"Астана, Есильский р-н, шоссе Коргалжын, ул. Е-128, участок 40 Б",300000²tg,,
https://krisha.kz/complex/show/astana/velahouse/,"Астана, Есильский р-н, ул. Н. Тесла, участок №3",590000²tg,,
https://krisha.kz/complex/show/atyrau/airis/,"Атырау, мкр. Нурсая, ул. 2-й проезд, строение №11",230000²tg,,
https://krisha.kz/complex/show/astana/jaisan/,"Астана, Есильский р-н, мкр. Уркер, ул. Кургалжынское шоссе, уч. 86",260000²tg,,
https://krisha.kz/complex/show/nur-sultan/sattyjol/,"Астана, Есильский р-н, пересечение шоссе Коргалжын и ул.128",335000²tg,,
https://krisha.kz/complex/show/almaty/kamila/,"Алматы, Ауэзовский р-н, Улица Бауыржана Момышулы, 1",349000²tg,,
https://krisha.kz/complex/show/uralsk/kemenger/,"Уральск, ул. Кеменгер, стр.41Б",240000²tg,,
https://krisha.kz/complex/show/almaty/kristall/,"Алматы, Бостандыкский р-н, ул. Тургут Озала, 237",554000²tg,,
https://krisha.kz/complex/show/almaty/lantana/,"Алматы, Наурызбайский р-н, ул. СТ Алмалы, 89",350000²tg,,
https://krisha.kz/complex/show/nur-sultan/luxembourg/,"Астана, пересечение ул. Ушкопир, ул. Бокейхана и ул. 23-я",420000²tg,,
https://krisha.kz/complex/show/pavlodar/malaisary/,"Павлодар, улица Генерала Дюсенова 304",250000²tg,,
https://krisha.kz/complex/show/aktau/manhattan/,"Актау, 41 мкр.",285000²tg,,
https://krisha.kz/complex/show/nur-sultan/megapolis/,"Астана, Алматы р-н, квадрат пересечении улиц Азербаева, Нажимеденова, Жумабаева",432600²tg,,
https://krisha.kz/complex/show/almaty/melody/,"Алматы, Наурызбайский р-н, мкр Достык, пересечение улиц Илтипат, 49",430000²tg,,
https://krisha.kz/complex/show/aktau/nurbergen/,"Актау, мкр.16, участок 17",280000²tg,,
https://krisha.kz/complex/show/astana/zhanaomir/,"Астана, Есильский р-н, пр. Аль Фараби (бывшая ул. 38) на пересечении с ул. Бухар Жырау.",427000²tg,,
https://krisha.kz/complex/show/atyrau/oner/,"Атырау, проспект Абулхайр-хана, 40",400000²tg,,
https://krisha.kz/complex/show/nur-sultan/palladium/,"Астана, Алматы р-н, А.Байтурсынова, А-62",280000²tg,,
https://krisha.kz/complex/show/almaty/parasat/,"Алматы, Турксибский р-н, ул. Сарыарка, 1/1",459000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/vivapark/,"Усть-Каменогорск, пр. Каныша Сатпаева в районе здания 84, позиция 29",350000²tg,,
https://krisha.kz/complex/show/almaty/pittsburg/,"Алматы, Алатауский р-н, микрарайон Дархан, Сабатаева, 24",340000²tg,,
https://krisha.kz/complex/show/shymkent/qaratau/,"Шымкент, мкр Асар 2",270000²tg,,
https://krisha.kz/complex/show/shymkent/ramadan/,"Шымкент, мкр. Бозарык, 3195/1",280000²tg,,
https://krisha.kz/complex/show/almaty/ramssignature/,"Алматы, Бостандыкский р-н, ул. Тимирязева угол ул. Байтурсынова",11²tg,,
https://krisha.kz/complex/show/taraz/tulipresidence/,"Тараз, ул. Жамбыла, 20/1",320000²tg,,
https://krisha.kz/complex/show/almaty/zhuldyzresidence/,"Алматы, Бостандыкский р-н, мкр.Нурлытау, 12 улица",650000²tg,,
https://krisha.kz/complex/show/batumi/wyndhamresidences/,"Грузия, Батуми, Гонио",11²tg,,
https://krisha.kz/complex/show/petropavlsk/ribat/,"Петропавловск, ул. Таншолпан, 2/3",260000²tg,,
https://krisha.kz/complex/show/almaty/royaltime/,"Алматы, Наурызбайский р-н, Кенесары Хана, 145",700000²tg,,
https://krisha.kz/complex/show/astana/safia/,"Астана, Есильский р-н, ул. Казыбек Би, 21",332500²tg,,
https://krisha.kz/complex/show/astana/safuan/,"Астана, Есильский р-н, пересечение улиц Улы Дала и Е669",320000²tg,,
https://krisha.kz/complex/show/almaty/seneca/,"Алматы, Медеуский р-н, ул.Керей Жанибек Хандар 29/5",970000²tg,,
https://krisha.kz/complex/show/nur-sultan/silver/,"Астана, ул. Е126 - ул. Е435, 5",295000²tg,,
https://krisha.kz/complex/show/nur-sultan/siroccoclub/,"Астана, Есильский р-н, ул. Айтматова, вблизи набережной",250000²tg,,
https://krisha.kz/complex/show/almatyoblysy/sundayterrace/,"Алматы, Микрорайон ПК Акжол, ​Алатауская трасса, 1Б",320000²tg,,
https://krisha.kz/complex/show/uralsk/tauelsizdik/,"Уральск, ул. Бисена Жумагалиева, 29",230000²tg,,
https://krisha.kz/complex/show/almaty/tenir/,"Алматы, Алатауский р-н, Микрорайон Теректи",330000²tg,,
https://krisha.kz/complex/show/kokshetau/tomiris/,"Кокшетау, улица Сарыарка 2д",265000²tg,,
https://krisha.kz/complex/show/shymkent/tumartower/,"Шымкент, Каратауский р-н, ул. Байтерекова",460000²tg,,
https://krisha.kz/complex/show/aktau/townville/,"Актау, 21-й микрорайон",179000²tg,,
https://krisha.kz/complex/show/aktau/tuba/,"Актау, 40 мкр.",250000²tg,,
https://krisha.kz/complex/show/aktau/turan/,"Актау, 19 микрорайон, №14 участок",370000²tg,,
https://krisha.kz/complex/show/almaty/turar/,"Алматы, Турксибский р-н, ул. Туркестан, 115",375000²tg,,
https://krisha.kz/complex/show/petropavlovsk/valihanov/,"Петропавловск, пересечение улиц Новаторная и Ш.Валиханова",300000²tg,,
https://krisha.kz/complex/show/astana/zaman/,"Астана, Есильский р-н, 23-ая улица,7 стр",426000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/v-club/,"Усть-Каменогорск, проспект К.Сатпаева, 89Б",tg,,
https://krisha.kz/complex/show/almaty/navoi3/,"Алматы, Ауэзовский р-н, Ул. Навои 9/1",650511²tg,,
https://krisha.kz/complex/show/nur-sultan/asylympark1/,"Астана, Есильский р-н, Әлихан Бөкейхан, 18/1 стр",463000²tg,,
https://krisha.kz/complex/show/abay-130/,"Алматы, Бостандыкский р-н, проспект Абая, 130",650000²tg,,
https://krisha.kz/complex/show/aktau/soho14/,"Актау, 14 микрарайон",750000²tg,,
https://krisha.kz/complex/show/aktau/tomiris2/,"Актау, 20А микрорайон, 21/1",265000²tg,,
https://krisha.kz/complex/show/astana/onyx2/,"Астана, ул. Айтматова 59",320000²tg,,
https://krisha.kz/complex/show/kokshetau/arujan2/,"Кокшетау, ул. Потанина, 118",270000²tg,,
https://krisha.kz/complex/show/nur-sultan/asylympark2/,"Астана, Есильский р-н, ул. Бокейхана",558000²tg,,
https://krisha.kz/complex/show/almaty/nomad2/,"Алматы, Алмалинский р-н, ул. Толе би - ул. Гагарина",716477²tg,,
https://krisha.kz/complex/show/aktobe/sunqar2/,"Актобе, мкр. Батыс-2, 5Е",230000²tg,,
https://krisha.kz/complex/show/nur-sultan/asker2/,"Астана, ул. Баршын - просп. Тлендиева",230000²tg,,
https://krisha.kz/complex/show/atyrau/francuzkiykvartal2/,"Атырау, 1 береговая линия, район Парка Победы",450000²tg,,
https://krisha.kz/complex/show/taraz/komfort2/,"Тараз, ул. Сатпаева, 11а",300000²tg,,
https://krisha.kz/complex/show/uralsk/moldasheva20/,"Уральск, улица Молдашева, 20 А",250000²tg,,
https://krisha.kz/complex/show/kokshetau/aruzhan3/,"Кокшетау, ул. Ш. Косшигулова 121",270000²tg,,
https://krisha.kz/complex/show/karaganda/baspana/,"Караганда, ул. Таттимбета, 33/3",335000²tg,,
https://krisha.kz/complex/show/semey/poziciya35/,"Усть-Каменогорск, пр. Аль-Фараби, 4/2",340000²tg,,
https://krisha.kz/complex/show/semey/35kvartal/,"Семей, 35-ый квартал, дом 16",320000²tg,,
https://krisha.kz/complex/show/shymkent/klubniydom39/,"Шымкент, ул. Ж. Шаяхметова",430000²tg,,
https://krisha.kz/complex/show/kostanay/7mkr/,"Костанай, 7 мкрн.",350000²tg,,
https://krisha.kz/complex/show/atyrau/k7family/,"Атырау, мкрн Нурсая, ул. №11",345000²tg,,
https://krisha.kz/complex/show/astana/a-city/,"Астана, Алматы р-н, ул. Жургенова / ул. Байтурсынова",324000²tg,,
https://krisha.kz/complex/show/semey/naabaya/,"Семей, Абая, 74",440000²tg,,
https://krisha.kz/complex/show/shymkent/abat/,"Шымкент, Каратауский р-н, улица Акбота, 1/10",355000²tg,,
https://krisha.kz/complex/show/karaganda/adilet/,"Караганда, улица Шахтеров 7А",320000²tg,,
https://krisha.kz/complex/show/almaty/admiral/,"Алматы, Бостандыкский р-н, ул. Нахимова, 51",790000²tg,,
https://krisha.kz/complex/show/kokshetau/akbidai/,"Кокшетау, ул. Акбидай 11Б",265000²tg,,
https://krisha.kz/complex/show/karaganda/akademik/,"Караганда, Казыбек би р-н, ул. Университетская 19/2",290000²tg,,
https://krisha.kz/complex/show/pavlodar/akbet/,"Павлодар, ул. Академика Сатпаева, 306",335000²tg,,
https://krisha.kz/complex/show/nur-sultan/akbulakriviera/,"Астана, Алматы р-н, жилой массив ​Ак-булак-1",13²tg,,
https://krisha.kz/complex/show/nur-sultan/akbulakcomfort/,"Астана, Алматы р-н, ул. Тауелсиздик, 31/3",450000²tg,,
https://krisha.kz/complex/show/aktau/rixosgolsvillas/,"Актау, ул. Теплый пляж, 34",1²tg,,
https://krisha.kz/complex/show/aktobe/aktobetowers/,"Актобе, Батыс 2, ул.Тауелсиздик",240000²tg,,
https://krisha.kz/complex/show/aktobe/grandaktobe/,"Актобе, Батыс-2, 48Е",230000²tg,,
https://krisha.kz/complex/show/almaty/akzhar/,"Алматы, Наурызбайский р-н, ул. Даулеткерея 61",620000²tg,,
https://krisha.kz/complex/show/semey/aqqu/,"Семей, Карагайлы, позиция 55, 57",285000²tg,,
https://krisha.kz/complex/show/ust-kamenogorsk/alfarabi/,"Усть-Каменогорск, район КШТ, ул. Увалиева 9",390000²tg,,
https://krisha.kz/complex/show/karaganda/alfarabi/,"Караганда, Казыбек би р-н, ул. Муканова, 55/2",300000²tg,,
https://krisha.kz/complex/show/semey/alash/,"Семей, ул.Посмакова 94",tg,,
https://krisha.kz/complex/show/almaty/alasharesidence/,"Алматы, Ауэзовский р-н, Шаймерденова, 32",735000²tg,,
https://krisha.kz/complex/show/almatyoblysy/altauvillas/,"Туздыбастау (Калинино), Алматинская область, с. Туздыбастау, ул. Сыргабекова, уч. 2000 (в 5 минутах от Аэропортовского кольца)",415000²tg,,
https://krisha.kz/complex/show/nur-sultan/alataupark/,"Астана, Есильский р-н, район ул Ч Айтматова и ул. Бейсековой",320000²tg,,
https://krisha.kz/complex/show/almaty/ecopark2/,"Алматы, Карасайский район, ​Бирлик, 1г",410000²tg,,
https://krisha.kz/complex/show/almaty/alemcity/,"Алматы, Наурызбайский р-н, мкр. Шугыла, 340/3",334000²tg,,
https://krisha.kz/complex/show/shymkent/alim/,"Шымкент, Енбекшинский р-н, ул. Казанкап Акын 2/4",360000²tg,,
https://krisha.kz/complex/show/almaty/almatauresidence/,"Алматы, Медеуский р-н, ул. Ондасынова, 20А",900000²tg,,
https://krisha.kz/complex/show/kostanay/alpamyspremium/,"Костанай, улица Набережная 49",410000²tg,,
https://krisha.kz/complex/show/shymkent/altair/,"Шымкент, ул. Аргынбекова - ул. Шаяхметова",501243²tg,,
https://krisha.kz/complex/show/karaganda/altynarka/,"Караганда, Казыбек би р-н, ул. 137 учёный квартал, 21 Б",310000²tg,,
https://krisha.kz/complex/show/aktau/altynuya/,"Актау, 16 микрорайон, 35/1",280000²tg,,
https://krisha.kz/complex/show/aktau/aman/,"Актау, 16 мкр, 86-86/1",275000²tg,,
https://krisha.kz/complex/show/astana/amirel/,"Астана, Алматы р-н, пересечение улиц А102, А103 и А431",280000²tg,,
https://krisha.kz/complex/show/almaty/hayatapartments/,"Бесагаш, ул. Райымбек батыра, 163",377000²tg,,
https://krisha.kz/complex/show/karaganda/dostarapartmanets/,"Караганда, улица Строителей 28/3",330000²tg,,
https://krisha.kz/complex/show/aktau/aqqala/,"Актау, 29a мкр.",165000²tg,,
https://krisha.kz/complex/show/nur-sutan/akjol/,"Астана, Есильский р-н, ​проспект Кабанбай батыра, 107",276816²tg,,
https://krisha.kz/complex/show/aktau/aqketik/,"Актау, 20 микрорайон, участок №19",180000²tg,,
https://krisha.kz/complex/show/almaty/arasresidence/,"Алматы, Наурызбайский р-н, ул. Жана, стр. 21д",550000²tg,,
https://krisha.kz/complex/show/almaty/janaarbat/,"Алматы, Турксибский р-н, ул. Молдагалиева 26",480000²tg,,
https://krisha.kz/complex/show/nur-sultan/janaarka/,"Астана, ул. Кордай, 89",330000²tg,,
